Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
Nissan,Versa,2010,1.1,Petrol,57622.7
Audi,Q5,2010,1.2,Electric,20226.11
Toyota,Prius,2012,1.2,Electric,44802.88
Ford,F-150,2015,4.3,Diesel,51952.83
Audi,A3,2016,2.5,Electric,19377.94
Volkswagen,Jetta,2014,2.8,Hybrid,67902
BMW,3 Series,2018,4.8,Hybrid,73673.08
Mercedes-Benz,GLA,2010,2.2,Hybrid,51880.05
Nissan,Sentra,2011,2.6,Petrol,50089.72
Chevrolet,Malibu,2011,3,Hybrid,48822.24
Toyota,RAV4,2015,4.2,Hybrid,73859.69
Ford,Fiesta,2012,1.1,Electric,46472.59
Volkswagen,Golf,2014,2.4,Petrol,31876.19
Honda,Civic,2017,2.1,Diesel,42735.98
Nissan,Murano,2012,4,Diesel,33876.44
Hyundai,Kona,2010,2.9,Electric,55534.43
Honda,CR-V,2010,4.1,Petrol,21052.04
BMW,X5,2013,5,Petrol,34152.33
Ford,Explorer,2015,1.8,Diesel,74291.32
Nissan,Murano,2014,2.7,Electric,53734.89
Hyundai,Kona,2014,1.7,Petrol,40739.25
Chevrolet,Malibu,2019,4.5,Hybrid,22765.33
Audi,A6,2017,5,Petrol,48960.61
Toyota,Prius,2020,4.6,Electric,40868.69
Audi,A3,2016,5,Diesel,79267.02
Audi,A3,2019,2.6,Diesel,67561.63
Volkswagen,Tiguan,2020,1.1,Hybrid,77371.27
Toyota,Camry,2011,2,Diesel,72675.77
Honda,CR-V,2019,2.2,Hybrid,37164.89
BMW,X3,2015,3.9,Hybrid,18557.79
Volkswagen,Golf,2010,3.4,Diesel,62071.08
Honda,CR-V,2014,3.7,Diesel,65540.65
Toyota,Prius,2015,1.3,Diesel,48730.37
Mercedes-Benz,GLA,2020,4,Petrol,64043.27
Chevrolet,Equinox,2011,3.7,Hybrid,29277.37
Chevrolet,Equinox,2013,1.1,Diesel,45092.34
Mercedes-Benz,GLC,2013,4.3,Petrol,64628.08
Mercedes-Benz,GLC,2018,3.1,Petrol,74378.1
Mercedes-Benz,GLC,2013,4.8,Diesel,24642.05
Volkswagen,Atlas,2013,1.9,Hybrid,65463.6
Mercedes-Benz,GLA,2011,2.5,Petrol,30113.99
Toyota,Camry,2015,3.7,Diesel,22239.33
Audi,Q7,2016,1.1,Electric,65394.98
BMW,7 Series,2014,3.9,Electric,18177.61
Hyundai,Santa Fe,2012,1.9,Diesel,37686.61
Volkswagen,Golf,2011,3.4,Diesel,37065.55
Toyota,RAV4,2019,2.5,Electric,25943.01
Volkswagen,Atlas,2013,1.4,Electric,77211.64
BMW,5 Series,2017,4.3,Diesel,23990.42
Hyundai,Tucson,2018,1.3,Diesel,69884.36
Hyundai,Kona,2011,3,Petrol,37032.07
Mercedes-Benz,GLA,2014,2.7,Petrol,73800.14
Chevrolet,Equinox,2018,3,Hybrid,25650.56
Ford,Focus,2014,2,Electric,25193.72
Audi,Q5,2013,4.8,Diesel,76889.84
Mercedes-Benz,C-Class,2019,1.6,Hybrid,22943.05
Hyundai,Kona,2012,3.5,Diesel,51482.29
Audi,A6,2010,4.3,Electric,45958.67
Hyundai,Sonata,2013,1.9,Hybrid,69088.47
Hyundai,Sonata,2018,1.2,Electric,58897.11
Toyota,Camry,2020,3.3,Petrol,47267.56
Toyota,Corolla,2016,2.7,Electric,39669.6
Ford,Fiesta,2011,3.2,Petrol,38295.04
Mercedes-Benz,GLC,2012,2.8,Hybrid,55702.53
Chevrolet,Equinox,2016,1.8,Diesel,69330.04
Hyundai,Elantra,2020,2.6,Petrol,57443.76
Nissan,Altima,2020,4.9,Petrol,42694.16
Toyota,Corolla,2013,2.6,Diesel,35072.87
Chevrolet,Spark,2015,2.1,Hybrid,29786.68
Chevrolet,Tahoe,2014,1.4,Electric,40246.71
Audi,Q7,2020,1.8,Diesel,51128.39
Hyundai,Kona,2013,3.6,Electric,19551.79
Volkswagen,Golf,2016,2.2,Hybrid,65489.44
Volkswagen,Jetta,2012,5,Petrol,57257.82
Toyota,Corolla,2011,2.4,Diesel,50636.57
Nissan,Murano,2017,1.7,Petrol,29604.75
Honda,CR-V,2012,3.8,Diesel,40678.38
Ford,Focus,2018,4.3,Petrol,38803.51
Mercedes-Benz,GLA,2010,2.3,Diesel,32597.71
Mercedes-Benz,C-Class,2010,3,Diesel,66762.95
Mercedes-Benz,GLC,2020,3.7,Electric,70621.08
Ford,F-150,2015,1.2,Diesel,29005.1
Hyundai,Elantra,2020,1.2,Diesel,49368.66
Hyundai,Kona,2019,4.5,Hybrid,55399.74
Audi,Q7,2014,3.6,Diesel,31347.87
Mercedes-Benz,GLC,2017,2.4,Petrol,39348.96
BMW,X3,2014,1.7,Hybrid,37239.38
Toyota,Corolla,2016,2.3,Electric,44958.95
Volkswagen,Golf,2020,4.5,Hybrid,65628.91
Ford,Fiesta,2015,2.6,Diesel,41960
Toyota,Highlander,2018,1.2,Diesel,37297.95
Mercedes-Benz,GLA,2013,1.9,Hybrid,29296.56
Nissan,Rogue,2014,3,Electric,76655.1
Volkswagen,Tiguan,2012,1,Petrol,39484.37
Chevrolet,Impala,2020,2.1,Petrol,24931.8
Chevrolet,Malibu,2020,1.4,Diesel,33047.26
BMW,5 Series,2014,1.6,Petrol,74571.88
Chevrolet,Spark,2010,4.2,Petrol,34144.69
Nissan,Sentra,2011,2.6,Electric,30659.47
BMW,X3,2015,2.4,Petrol,16677.68
Ford,F-150,2011,2.8,Electric,71642.26
Ford,Mustang,2012,1.4,Hybrid,19010.18
Volkswagen,Atlas,2018,2.4,Diesel,53101.16
Honda,Accord,2014,3.3,Hybrid,41681.54
Volkswagen,Passat,2012,4.1,Hybrid,34933.05
Chevrolet,Spark,2013,2.5,Diesel,78269.11
Toyota,Camry,2012,1.7,Petrol,72314.73
Audi,Q5,2018,3.9,Petrol,60989.19
Audi,A4,2013,4.1,Diesel,48830.03
Honda,Fit,2015,4.6,Diesel,38230.95
Audi,A4,2017,3.4,Diesel,36695.76
Hyundai,Sonata,2020,2.7,Petrol,25538.18
Hyundai,Tucson,2017,1.8,Electric,49906.28
Hyundai,Tucson,2017,2.5,Petrol,26334.99
Ford,Explorer,2011,3.3,Electric,29038.88
Mercedes-Benz,E-Class,2017,2.4,Petrol,74872.74
BMW,X3,2011,3.3,Petrol,42765.22
Mercedes-Benz,S-Class,2010,4.9,Electric,65801.04
Nissan,Sentra,2019,3.4,Electric,40461.33
Nissan,Rogue,2020,1.8,Hybrid,34493.64
Honda,CR-V,2017,3.7,Hybrid,56915.69
Mercedes-Benz,GLA,2020,3.6,Hybrid,37149.39
Nissan,Sentra,2018,4.6,Petrol,36938.11
Honda,Accord,2016,1.1,Hybrid,43679.4
Nissan,Murano,2015,2.3,Petrol,56448.4
Honda,Pilot,2019,3.4,Hybrid,46594.28
Volkswagen,Jetta,2018,4.3,Petrol,31757.44
Audi,A3,2018,2,Diesel,51684.33
Hyundai,Elantra,2016,1.5,Hybrid,47318.23
Ford,Focus,2018,2.7,Hybrid,56862.04
Mercedes-Benz,GLA,2015,1.1,Electric,70330.41
Nissan,Altima,2019,4.1,Diesel,66264.58
Ford,F-150,2019,3.5,Electric,52167.97
Toyota,Prius,2014,3.1,Diesel,30751.71
Hyundai,Santa Fe,2019,2.6,Petrol,58726.87
Honda,Pilot,2017,3.1,Diesel,50331.08
Audi,A3,2013,2.6,Electric,51115.27
Toyota,Highlander,2010,4.1,Electric,61743.94
Volkswagen,Jetta,2014,1.9,Diesel,76974.61
Nissan,Altima,2018,4.1,Electric,46680.37
BMW,5 Series,2015,4.5,Hybrid,17919.19
Ford,Fiesta,2018,1.9,Petrol,76954.9
Chevrolet,Equinox,2011,3.6,Diesel,38604.62
Audi,Q5,2011,1.2,Hybrid,41301.81
Audi,A3,2014,4.1,Electric,18944.13
Mercedes-Benz,E-Class,2020,4.4,Petrol,48384.51
BMW,5 Series,2018,4,Diesel,60715.74
BMW,5 Series,2016,2,Petrol,17736.21
Audi,A4,2014,1.7,Diesel,19331.83
Toyota,Corolla,2016,2.1,Diesel,16970.19
Honda,Accord,2012,1.5,Diesel,34291.27
Honda,Pilot,2019,4.3,Diesel,49206.06
Hyundai,Sonata,2014,2.4,Petrol,36383.63
Ford,F-150,2010,3.3,Hybrid,26025.2
Nissan,Versa,2019,1.4,Electric,70641.55
Audi,A6,2016,3.6,Petrol,77690.45
Chevrolet,Spark,2019,3.2,Hybrid,27740.68
Nissan,Sentra,2014,3.6,Petrol,55272.38
Honda,Accord,2012,3,Electric,53488.2
Nissan,Murano,2020,2.3,Hybrid,42290.38
Volkswagen,Atlas,2017,5,Hybrid,32918.93
Honda,Pilot,2010,1.8,Petrol,55160.06
Nissan,Sentra,2016,1.1,Diesel,77255.12
Chevrolet,Equinox,2010,1.1,Hybrid,64844.83
Volkswagen,Jetta,2013,1,Diesel,16535.69
BMW,7 Series,2017,3.9,Petrol,16403.35
Nissan,Sentra,2012,4.9,Electric,67330.11
Ford,Explorer,2017,4.4,Electric,76518.09
Audi,A3,2020,4,Hybrid,42907.3
Nissan,Altima,2012,2.7,Petrol,77480.15
Chevrolet,Malibu,2016,3.4,Diesel,57273.49
Volkswagen,Jetta,2018,3.9,Diesel,59940.35
Mercedes-Benz,S-Class,2014,1.3,Diesel,75046.65
Audi,Q7,2015,3,Hybrid,20882.02
Nissan,Murano,2014,3.8,Hybrid,46736.81
BMW,7 Series,2011,3.3,Petrol,49809.18
Hyundai,Elantra,2012,1.4,Hybrid,45990.56
Hyundai,Santa Fe,2020,3.6,Diesel,32994.43
Mercedes-Benz,C-Class,2020,4.6,Petrol,32659.67
Mercedes-Benz,GLA,2010,3.1,Petrol,51446.53
Chevrolet,Spark,2016,4.7,Electric,16104.17
Audi,Q5,2017,2.9,Hybrid,65485.35
BMW,5 Series,2016,4.3,Hybrid,57622.31
Chevrolet,Impala,2010,4.1,Diesel,34487.2
Honda,CR-V,2013,1.5,Hybrid,59139
Hyundai,Elantra,2019,4.5,Hybrid,53144.18
Toyota,RAV4,2016,2.6,Electric,52608.13
Audi,A6,2020,4.8,Diesel,39471.71
Mercedes-Benz,C-Class,2012,3.7,Electric,76061.93
Mercedes-Benz,S-Class,2010,1.7,Electric,68438.05
Audi,A4,2017,4.2,Electric,19357.45
Hyundai,Santa Fe,2011,4.9,Hybrid,33427.86
Chevrolet,Impala,2010,4.2,Diesel,27380.01
Hyundai,Sonata,2016,5,Electric,70635.14
Toyota,Prius,2013,1.4,Petrol,16081.99
Volkswagen,Atlas,2019,3.7,Petrol,56046.99
Chevrolet,Equinox,2015,2.2,Electric,17557.23
Ford,Mustang,2020,3.6,Electric,22589.93
Chevrolet,Equinox,2010,3.2,Petrol,43058.94
Toyota,RAV4,2012,1.6,Electric,30472.34
BMW,7 Series,2017,4.2,Petrol,62584.16
Volkswagen,Tiguan,2012,4.5,Petrol,58186.1
BMW,X5,2010,2.9,Electric,61538.61
Volkswagen,Jetta,2020,2.4,Electric,59693.89
Audi,A4,2012,1.4,Electric,74644.07
Ford,Focus,2014,2.7,Diesel,25571.77
Honda,Pilot,2020,3.9,Diesel,27950.09
Hyundai,Tucson,2014,1.2,Electric,57870.03
Honda,Pilot,2020,4.2,Petrol,59330.43
Nissan,Altima,2015,1.6,Electric,53763.44
Nissan,Rogue,2012,1.7,Diesel,54335.15
Audi,Q7,2012,4.3,Petrol,15268.67
Volkswagen,Jetta,2020,4,Diesel,48112.67
Hyundai,Elantra,2013,2.7,Electric,47442.16
Toyota,Prius,2017,2.7,Electric,30805.15
Nissan,Altima,2020,1,Diesel,71231.26
Volkswagen,Tiguan,2020,4.6,Electric,61906.95
Audi,A6,2019,1.6,Diesel,44089.65
Hyundai,Santa Fe,2012,2.3,Petrol,50594.89
Mercedes-Benz,C-Class,2013,4.4,Electric,43161.89
Ford,Focus,2014,3.8,Hybrid,41107.61
Volkswagen,Passat,2013,1.1,Petrol,19395.12
Toyota,Highlander,2012,3.2,Hybrid,48002.91
Toyota,Prius,2014,4.3,Hybrid,21305.44
Volkswagen,Tiguan,2016,1.8,Electric,48944.87
Ford,Focus,2020,3.7,Diesel,61454.33
BMW,X5,2016,2.9,Hybrid,45543.21
Audi,A3,2011,1.7,Diesel,45833.35
Ford,Focus,2011,1.4,Electric,23619.11
Chevrolet,Tahoe,2015,4.2,Petrol,56799.27
Mercedes-Benz,E-Class,2012,2.8,Electric,41319.94
BMW,X5,2015,2.4,Hybrid,59741.02
Audi,Q7,2018,3.4,Petrol,30215.22
BMW,5 Series,2016,1.9,Electric,55919.57
Mercedes-Benz,GLC,2010,1.1,Diesel,70739.38
Volkswagen,Tiguan,2019,4.5,Diesel,33069.02
Chevrolet,Malibu,2014,2,Hybrid,40963.58
Chevrolet,Spark,2015,1.2,Diesel,30398.46
Ford,Focus,2015,4.9,Diesel,77948.85
Ford,Explorer,2011,1.7,Petrol,40811.02
Chevrolet,Equinox,2016,2.3,Diesel,60925.23
Chevrolet,Malibu,2016,1,Hybrid,58828.58
Hyundai,Elantra,2019,1,Diesel,59216.89
Audi,A3,2014,3.3,Hybrid,20956.34
Chevrolet,Spark,2012,4.9,Electric,24692.55
BMW,3 Series,2016,4.1,Petrol,46777.94
Audi,Q7,2011,2,Electric,65120.81
Honda,Civic,2017,4.2,Petrol,44985.19
Nissan,Versa,2012,2.3,Petrol,34584.84
Audi,Q5,2010,1.1,Diesel,63851.55
Mercedes-Benz,S-Class,2014,4,Diesel,62172.01
Ford,F-150,2010,1.5,Diesel,68067.55
Chevrolet,Impala,2015,4.7,Electric,54871.89
Audi,A6,2017,2.3,Electric,54436.32
Chevrolet,Tahoe,2018,1.4,Electric,36724.94
Audi,A4,2010,3.5,Hybrid,46366.95
Mercedes-Benz,GLA,2011,2.7,Petrol,44395.59
Toyota,RAV4,2020,2.3,Hybrid,17581.93
Audi,Q5,2016,2.3,Electric,54096.33
Mercedes-Benz,GLA,2010,3.7,Diesel,22408.49
Volkswagen,Tiguan,2011,2.5,Electric,21511.18
Ford,Focus,2010,1.1,Electric,35068.46
Hyundai,Sonata,2010,3.2,Petrol,38702.45
Hyundai,Sonata,2018,2.5,Petrol,73908.97
Mercedes-Benz,GLA,2019,3.5,Electric,40850.57
Volkswagen,Jetta,2010,1.4,Petrol,34529.23
Chevrolet,Impala,2010,4.5,Petrol,24874.24
Nissan,Sentra,2018,1.3,Diesel,53192.2
Ford,F-150,2011,4.4,Diesel,41043.01
Honda,Civic,2011,2.6,Electric,22145.21
Nissan,Murano,2019,2.5,Hybrid,42397.09
Ford,Focus,2020,2.8,Petrol,16377.98
BMW,X5,2011,2.5,Diesel,25742.13
Toyota,Prius,2011,2.8,Electric,22219.58
Volkswagen,Golf,2020,3.2,Petrol,64925.79
Audi,A4,2017,1.3,Electric,20933.61
Nissan,Rogue,2017,3.4,Electric,26896.03
Nissan,Rogue,2016,3.9,Electric,71575.02
Toyota,Highlander,2013,2.3,Electric,76260.84
Toyota,RAV4,2012,2.8,Petrol,66920.93
Ford,Mustang,2020,1.4,Electric,59329.35
Volkswagen,Tiguan,2012,2.4,Petrol,62327.52
Volkswagen,Golf,2019,4.4,Diesel,77137.22
Toyota,Camry,2018,3.1,Hybrid,48781.53
Hyundai,Kona,2014,4.9,Petrol,77570.61
Ford,Fiesta,2011,3,Diesel,38805.28
Mercedes-Benz,GLC,2013,1.1,Electric,44537.48
Volkswagen,Tiguan,2013,3.7,Electric,66467.03
BMW,3 Series,2010,4.2,Hybrid,39904.92
Mercedes-Benz,E-Class,2013,1.2,Electric,59347.29
Honda,Civic,2017,3.3,Electric,50933.5
Honda,Civic,2013,1.5,Diesel,67045.65
Volkswagen,Atlas,2013,1.8,Petrol,61508.84
Toyota,RAV4,2015,2.5,Petrol,64282.58
Mercedes-Benz,GLC,2020,2.8,Hybrid,73386.68
Honda,Accord,2018,4.3,Petrol,72589.46
Nissan,Rogue,2013,3.1,Petrol,23001.57
Chevrolet,Malibu,2016,1.8,Diesel,79186.48
Ford,Explorer,2017,3,Petrol,32812.43
Hyundai,Elantra,2017,4.4,Petrol,60981.66
Mercedes-Benz,GLC,2013,1.7,Petrol,54204.51
Nissan,Sentra,2015,3.2,Petrol,26107.16
Toyota,Corolla,2020,4.3,Electric,58758.23
Nissan,Murano,2017,2.3,Electric,53904.21
BMW,X3,2014,2.9,Diesel,51209.07
Hyundai,Sonata,2012,1.1,Diesel,43804.44
Mercedes-Benz,GLC,2010,4.1,Hybrid,72608.11
Mercedes-Benz,S-Class,2019,4,Diesel,38919.96
Mercedes-Benz,S-Class,2015,2.2,Diesel,42060.96
Mercedes-Benz,E-Class,2016,5,Hybrid,41954.87
Mercedes-Benz,C-Class,2020,1.3,Electric,50792.51
Nissan,Sentra,2010,3.8,Electric,55254.46
Nissan,Murano,2013,4.1,Petrol,56518.75
Nissan,Rogue,2011,4.4,Petrol,31702.54
BMW,X5,2012,3.4,Hybrid,31555.85
Volkswagen,Golf,2017,2.5,Diesel,32847.13
Nissan,Murano,2010,4.3,Electric,75322.79
Mercedes-Benz,GLA,2015,4.5,Petrol,74114.21
Audi,A4,2018,1.4,Electric,51753.96
Volkswagen,Golf,2012,2.7,Petrol,35400.43
Audi,A4,2020,3.6,Electric,72155.64
Mercedes-Benz,E-Class,2014,4.7,Petrol,19179.25
Hyundai,Kona,2017,4.5,Hybrid,77777.35
Audi,A6,2013,4.2,Petrol,33953.08
Ford,F-150,2018,2.1,Diesel,76248.62
Honda,Civic,2014,3.5,Hybrid,51908.3
Volkswagen,Atlas,2019,4.4,Hybrid,51591.62
Mercedes-Benz,E-Class,2012,1,Electric,67174.38
Mercedes-Benz,E-Class,2011,2.3,Electric,30681.46
Mercedes-Benz,C-Class,2019,2.6,Hybrid,60384.79
Ford,Fiesta,2017,2.8,Petrol,23123.99
Nissan,Versa,2012,4,Petrol,66502.77
Audi,A4,2016,1.9,Electric,16480.11
Mercedes-Benz,S-Class,2014,3.2,Diesel,47892.21
Honda,CR-V,2019,2.4,Petrol,51499.72
Volkswagen,Passat,2013,4.6,Petrol,36232.4
Toyota,Prius,2017,3.7,Electric,51709.15
Toyota,Camry,2020,1.6,Petrol,21362.77
Ford,Focus,2013,3.9,Petrol,75288.19
Honda,Civic,2020,4,Petrol,38081.6
Volkswagen,Passat,2017,4,Petrol,64586.4
Nissan,Versa,2016,4.4,Diesel,65219.29
Hyundai,Sonata,2012,4.9,Petrol,24360.71
Volkswagen,Tiguan,2020,4.6,Petrol,63734.72
Nissan,Altima,2010,3.6,Diesel,68230.2
Hyundai,Tucson,2020,3.3,Petrol,55282.76
Toyota,Camry,2015,3.2,Petrol,22127.87
BMW,5 Series,2011,3.4,Electric,19879.73
Honda,CR-V,2020,4.5,Petrol,20505.65
BMW,X5,2010,4.4,Diesel,52007.95
Ford,Explorer,2016,1.9,Hybrid,78820.03
Honda,CR-V,2018,3.6,Hybrid,61219.96
Nissan,Sentra,2014,3.9,Diesel,15685.47
Nissan,Rogue,2012,5,Electric,40789.2
Audi,Q5,2011,4.8,Diesel,31683.08
Volkswagen,Atlas,2019,1.1,Electric,74377.37
Honda,CR-V,2011,1.1,Electric,30702.05
Chevrolet,Impala,2011,2.7,Electric,25457.41
Nissan,Versa,2019,4.8,Petrol,66068.75
Audi,A4,2020,1,Electric,67413.36
Volkswagen,Golf,2010,4.3,Diesel,72216.46
Audi,A6,2020,1.6,Diesel,79335.19
BMW,5 Series,2016,4.7,Hybrid,22544.26
Volkswagen,Passat,2017,4.6,Electric,60350.58
Audi,Q5,2010,4,Petrol,66618.68
BMW,5 Series,2013,4,Diesel,15811.18
Chevrolet,Malibu,2020,3.1,Hybrid,46611.78
BMW,3 Series,2015,3.2,Petrol,39294.36
Hyundai,Kona,2018,4.6,Petrol,47337.13
Toyota,RAV4,2019,3,Diesel,35670.35
Toyota,Camry,2011,2.9,Electric,74556.28
Toyota,RAV4,2014,4.3,Petrol,50014.35
BMW,5 Series,2015,1.8,Diesel,45321.85
Volkswagen,Tiguan,2016,1,Hybrid,75779.95
Chevrolet,Malibu,2013,5,Electric,35533.35
Mercedes-Benz,GLC,2013,3.1,Electric,57609.52
Mercedes-Benz,C-Class,2018,3.4,Electric,21198.02
Nissan,Sentra,2020,1.3,Petrol,15035.3
Hyundai,Tucson,2019,4.6,Petrol,57207.69
Mercedes-Benz,E-Class,2015,4.4,Hybrid,55396.29
Toyota,Camry,2011,3.1,Electric,70307.34
BMW,X5,2019,1.7,Diesel,51775.92
Audi,A6,2017,1.6,Hybrid,15096.18
Honda,Pilot,2016,2,Petrol,38459.18
Audi,Q5,2014,2,Diesel,58938.73
Nissan,Sentra,2020,4.3,Hybrid,48633.3
Volkswagen,Jetta,2013,3.6,Diesel,23173.02
BMW,5 Series,2013,3.7,Electric,73981.81
Mercedes-Benz,GLA,2015,4.5,Diesel,22515.98
Nissan,Versa,2018,3.9,Petrol,17387.22
Honda,Accord,2014,2.2,Electric,18446.49
Toyota,Prius,2011,3.8,Diesel,48737.48
Mercedes-Benz,S-Class,2017,1.5,Petrol,23200.54
Toyota,Camry,2018,2.9,Petrol,77380.58
Mercedes-Benz,S-Class,2010,3.6,Hybrid,15185.97
Hyundai,Elantra,2017,3.1,Diesel,36389.21
Audi,Q7,2018,3.3,Hybrid,63459.61
Nissan,Rogue,2019,4.5,Hybrid,42438.71
Audi,A4,2013,3.7,Electric,39200.3
Mercedes-Benz,GLC,2019,4.5,Diesel,15470.46
Honda,Fit,2020,4,Petrol,45274.58
Nissan,Versa,2012,3.8,Hybrid,43273.43
Volkswagen,Atlas,2020,4.2,Hybrid,61521.06
Volkswagen,Tiguan,2017,1.7,Petrol,45766.22
Hyundai,Sonata,2020,3,Diesel,69807.01
BMW,3 Series,2016,1.7,Petrol,23323.84
Ford,Focus,2016,4.8,Petrol,61335.06
Volkswagen,Tiguan,2013,1.6,Petrol,62525.4
Chevrolet,Tahoe,2013,2.6,Hybrid,22451.37
Audi,Q7,2015,2.7,Hybrid,73323.53
Chevrolet,Malibu,2018,3.1,Electric,32405.75
Chevrolet,Tahoe,2011,3.6,Petrol,37852.14
Audi,A4,2017,1.9,Diesel,78372.8
Toyota,Corolla,2019,4.4,Hybrid,65035.07
Hyundai,Santa Fe,2018,2.1,Diesel,70348.39
Audi,A4,2018,3.5,Diesel,54067.01
Honda,Fit,2019,1.9,Electric,76891.27
Ford,Mustang,2014,4.8,Diesel,63208.98
Mercedes-Benz,C-Class,2012,2.1,Diesel,73214.65
Hyundai,Tucson,2018,1.2,Petrol,40205.96
Volkswagen,Jetta,2019,3.7,Hybrid,30827.57
Chevrolet,Malibu,2013,4,Diesel,66305.91
Hyundai,Elantra,2014,2.6,Hybrid,36025.16
Nissan,Murano,2014,3.4,Petrol,62587.67
Volkswagen,Golf,2018,1.7,Petrol,63925.83
Nissan,Sentra,2011,4,Electric,34719.87
Ford,Fiesta,2013,1.1,Diesel,43495.65
Ford,Mustang,2010,1.9,Hybrid,23161.85
Toyota,Prius,2018,1.9,Diesel,71155.97
Honda,Civic,2019,3.3,Petrol,64155.95
Honda,Civic,2019,4.2,Electric,41990.39
Ford,Focus,2017,3.3,Electric,23206.95
Mercedes-Benz,C-Class,2012,4.3,Hybrid,60019.33
Hyundai,Kona,2015,1.7,Electric,30370.75
Chevrolet,Equinox,2015,1.5,Electric,43464.14
Nissan,Sentra,2016,2.4,Electric,47561.14
Honda,Pilot,2011,4.5,Diesel,40610.75
Toyota,Corolla,2016,4,Electric,33490.33
Volkswagen,Atlas,2015,3.3,Diesel,30197.44
Volkswagen,Passat,2017,4.4,Electric,16877.57
Toyota,Prius,2012,2.5,Petrol,78366.87
Chevrolet,Spark,2018,2.8,Electric,45636.54
Chevrolet,Impala,2011,1.1,Electric,60648.71
BMW,7 Series,2013,4.5,Hybrid,70188.48
BMW,X3,2011,1.9,Hybrid,74577.93
Chevrolet,Impala,2019,5,Electric,18085
Mercedes-Benz,S-Class,2015,1.8,Petrol,67186.98
Mercedes-Benz,E-Class,2011,3.4,Hybrid,39264.73
Volkswagen,Golf,2014,4.1,Diesel,18543.54
Volkswagen,Passat,2010,2.1,Hybrid,61988.63
Ford,Fiesta,2018,3.8,Diesel,76912.21
Ford,F-150,2012,1.9,Electric,47829.29
Nissan,Versa,2019,4.8,Petrol,32282.34
Toyota,RAV4,2018,3.1,Electric,33435.52
Audi,Q5,2016,4.2,Hybrid,28610.14
Honda,Fit,2018,3.3,Petrol,19876.69
Chevrolet,Equinox,2020,2.7,Hybrid,18821.88
Hyundai,Santa Fe,2010,1.3,Diesel,28460.75
Volkswagen,Jetta,2013,2.1,Electric,73838.18
Nissan,Altima,2012,3.7,Electric,29940.39
Ford,Focus,2012,4.4,Electric,67345.4
Honda,Pilot,2019,1.6,Electric,77230.9
Mercedes-Benz,E-Class,2016,2.5,Electric,59594.48
Ford,Mustang,2019,3.1,Electric,46336.11
Nissan,Rogue,2020,4.2,Diesel,17314.89
Chevrolet,Tahoe,2013,2.2,Hybrid,47226.51
Honda,Pilot,2012,4.1,Electric,69537.11
Chevrolet,Equinox,2013,4.1,Petrol,15946.41
Mercedes-Benz,E-Class,2016,1.3,Hybrid,66172.26
Audi,Q7,2017,4.2,Electric,36850.56
Chevrolet,Equinox,2017,1.7,Petrol,75701.04
BMW,7 Series,2017,4.7,Petrol,55595.89
Chevrolet,Malibu,2019,1.6,Diesel,16195.39
Audi,Q7,2014,2.5,Electric,46367.56
Toyota,RAV4,2014,2.3,Diesel,27552.26
Mercedes-Benz,GLC,2017,1.9,Electric,20896.59
Audi,Q5,2010,3.1,Electric,18260.93
BMW,3 Series,2011,4.3,Electric,31233.85
Volkswagen,Jetta,2012,1,Electric,44211.35
Nissan,Murano,2012,1.3,Hybrid,47566.43
Hyundai,Elantra,2019,1.8,Petrol,45065.99
Ford,Mustang,2011,4.2,Diesel,74357.21
Volkswagen,Atlas,2014,3.9,Diesel,66926.34
Toyota,RAV4,2016,1.2,Diesel,55135.18
Mercedes-Benz,GLA,2015,3.4,Diesel,17503.93
BMW,X5,2018,4.3,Electric,27024.17
Mercedes-Benz,S-Class,2012,1.5,Diesel,47098.1
Mercedes-Benz,E-Class,2016,2.7,Petrol,21491.08
Chevrolet,Malibu,2018,1.2,Diesel,59784.51
Audi,A4,2020,1.4,Petrol,66801.06
Audi,A3,2010,4.8,Diesel,71107.68
BMW,5 Series,2011,2.1,Hybrid,26288.42
BMW,7 Series,2015,4.9,Diesel,46185.4
Volkswagen,Atlas,2010,3.2,Diesel,65034.87
Honda,CR-V,2013,2.7,Electric,63420.33
Honda,CR-V,2016,1.4,Hybrid,29963.69
Hyundai,Tucson,2012,1.9,Petrol,37565.56
BMW,7 Series,2011,3.2,Electric,36304.91
BMW,X5,2017,4.1,Hybrid,45057.72
Volkswagen,Tiguan,2013,2.2,Petrol,74511.99
Toyota,Corolla,2012,1.3,Electric,27103.96
Honda,Fit,2016,4.1,Petrol,57997.53
Honda,Fit,2012,1.8,Petrol,57355.23
Audi,Q7,2018,2.8,Electric,37925.36
Nissan,Altima,2011,5,Electric,50217.73
Ford,F-150,2013,2.9,Diesel,52513.93
Toyota,Camry,2010,4,Hybrid,53040.96
Toyota,Prius,2020,3.2,Electric,38972.6
Hyundai,Santa Fe,2011,3.2,Diesel,31166.14
Chevrolet,Malibu,2016,2.3,Diesel,61345.64
Hyundai,Tucson,2010,3.1,Electric,68648.53
Volkswagen,Golf,2012,2.4,Hybrid,45714.6
Audi,A6,2016,4.7,Petrol,47425.01
Chevrolet,Malibu,2016,4.7,Electric,29035.84
Hyundai,Sonata,2016,4.3,Petrol,46744.17
Hyundai,Kona,2020,1.9,Electric,63052.83
Honda,Accord,2015,2.8,Diesel,45293.52
Chevrolet,Impala,2015,1.5,Electric,74729.22
